case,subcase_id,n_clusters,n_obs_per_cluster,subcase_label,method,GP_method,chosen_GP_method,chosen,rmw2_est,rmw2_emp_est,rel_rmw2_emp_bound,best_rel_rmw2_emp_bound,rel_to_best_gp_method
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-default,Empirical,FPC,FALSE,0.40367079098647624,0.19610218264327117,2.0584716883074803,2.0584716883074803,1
3re,5,500,10,"d=500, n_i=10",PACE-FVE99-default,FPC,FPC,TRUE,0.4205008060058245,0.19610218264327117,2.1442943690777585,2.0584716883074803,1.0416924270845054
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-GCV,Direct,FPC,FALSE,0.5274923334124645,0.19610218264327117,2.689885070642095,1.850693714029467,1.453446915743545
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-GCV,Empirical,FPC,FALSE,0.3629250767253604,0.19610218264327117,1.850693714029467,1.850693714029467,1
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-GCV,FPC,FPC,TRUE,0.47279993178102875,0.19610218264327117,2.410987605584674,1.850693714029467,1.302748038374915
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-default,Direct,FPC,FALSE,0.45810056946485,0.19610218264327117,2.336029937505485,2.0584716883074803,1.1348370496298734
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-default,Empirical,FPC,FALSE,0.40367079098647624,0.19610218264327117,2.0584716883074803,2.0584716883074803,1
3re,5,500,10,"d=500, n_i=10",PACE-Oracle-default,FPC,FPC,TRUE,0.4205008060058245,0.19610218264327117,2.1442943690777585,2.0584716883074803,1.0416924270845054
3re,5,500,10,"d=500, n_i=10",bayesFPCA-Oracle,Empirical,FPC,FALSE,0.457815706914059,0.19610218264327117,2.334577314454832,2.3002050516998764,1.0149431298438172
3re,5,500,10,"d=500, n_i=10",bayesFPCA-Oracle,FPC,FPC,TRUE,0.45107523116542414,0.19610218264327117,2.3002050516998764,2.3002050516998764,1
3re,5,500,10,"d=500, n_i=10",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,0.9042841434357263,0.19610218264327117,4.611290559068925,4.58707780405302,1.00527847053183
3re,5,500,10,"d=500, n_i=10",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,0.8995359693293006,0.19610218264327117,4.58707780405302,4.58707780405302,1
3re,5,500,10,"d=500, n_i=10",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,0.6249913740567535,0.19610218264327117,3.187069953186973,3.151031980758016,1.0114368792982824
3re,5,500,10,"d=500, n_i=10",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,0.617924249005397,0.19610218264327117,3.151031980758016,3.151031980758016,1
sitar,1,50,2,"d=50, n_i=2",AdaStruMM,Empirical,FPC,FALSE,2.162062551655454,1.2034866657483887,1.7964989668672187,1.6711708464902497,1.0749941998091816
sitar,1,50,2,"d=50, n_i=2",AdaStruMM,EmpiricalCorrected,FPC,FALSE,2.011231829938463,1.2034866657483887,1.6711708464902497,1.6711708464902497,1
sitar,1,50,2,"d=50, n_i=2",AdaStruMM,FPC,FPC,TRUE,2.0173831954756194,1.2034866657483887,1.6762821333139648,1.6711708464902497,1.0030585064563864
sitar,1,50,2,"d=50, n_i=2",Di-95,Empirical,Empirical,TRUE,5.482479320982215,1.2034866657483887,4.555496522741224,4.555496522741224,1
sitar,1,50,2,"d=50, n_i=2",Di-99,Empirical,Empirical,TRUE,5.482118220422224,1.2034866657483887,4.55519647740606,4.55519647740606,1
sitar,1,50,2,"d=50, n_i=2",FACE-95,Direct,FPC,FALSE,3.651478636397306,1.2034866657483887,3.034083168779134,3.034083168779134,1
sitar,1,50,2,"d=50, n_i=2",FACE-95,Empirical,FPC,FALSE,4.507470216623373,1.2034866657483887,3.7453428815685306,3.034083168779134,1.2344232749149049
sitar,1,50,2,"d=50, n_i=2",FACE-95,FPC,FPC,TRUE,3.655065645471789,1.2034866657483887,3.0370636829606124,3.034083168779134,1.000982344258769
sitar,1,50,2,"d=50, n_i=2",FACE-99,Direct,FPC,FALSE,3.651478636397306,1.2034866657483887,3.034083168779134,3.034083168779134,1
sitar,1,50,2,"d=50, n_i=2",FACE-99,Empirical,FPC,FALSE,4.507470216623373,1.2034866657483887,3.7453428815685306,3.034083168779134,1.2344232749149049
sitar,1,50,2,"d=50, n_i=2",FACE-99,FPC,FPC,TRUE,3.6533249368991036,1.2034866657483887,3.035617295042718,3.034083168779134,1.0005056309198674
sitar,1,50,2,"d=50, n_i=2",Goldsmith-95,Empirical,Empirical,TRUE,5.485154403228439,1.2034866657483887,4.5577192995466165,4.5577192995466165,1
sitar,1,50,2,"d=50, n_i=2",Goldsmith-99,Empirical,Empirical,TRUE,5.503161051477098,1.2034866657483887,4.5726813666480925,4.5726813666480925,1
sitar,1,50,2,"d=50, n_i=2",HGAM-GS,Empirical,Empirical,TRUE,2.43073567337603,1.2034866657483887,2.019744582599489,2.019744582599489,1
sitar,1,50,2,"d=50, n_i=2",Oracle-SITAR,Individual,Individual,TRUE,NA,1.2034866657483887,NA,NA,NA
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-GCV,Direct,FPC,FALSE,2.6942030528028265,1.2034866657483887,2.238664647877453,2.238664647877453,1
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-GCV,Empirical,FPC,FALSE,2.949908634284157,1.2034866657483887,2.451135287360874,2.238664647877453,1.0949095433676816
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-GCV,FPC,FPC,TRUE,2.738644600837362,1.2034866657483887,2.275591976861941,2.238664647877453,1.016495248191595
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-default,Direct,FPC,FALSE,9.328028432357042,1.2034866657483887,7.7508365467069,3.925866491575445,1.9742995752248569
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-default,Empirical,FPC,FALSE,4.724727974119457,1.2034866657483887,3.925866491575445,3.925866491575445,1
sitar,1,50,2,"d=50, n_i=2",PACE-AIC-default,FPC,FPC,TRUE,7.324692752260142,1.2034866657483887,6.0862267615614,3.925866491575445,1.5502887769163554
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-GCV,Direct,FPC,FALSE,2.6942030528028265,1.2034866657483887,2.238664647877453,2.238664647877453,1
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-GCV,Empirical,FPC,FALSE,2.949908634284157,1.2034866657483887,2.451135287360874,2.238664647877453,1.0949095433676816
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-GCV,FPC,FPC,TRUE,2.738644600837362,1.2034866657483887,2.275591976861941,2.238664647877453,1.016495248191595
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-default,Direct,FPC,FALSE,9.328028432357042,1.2034866657483887,7.7508365467069,3.925866491575445,1.9742995752248569
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-default,Empirical,FPC,FALSE,4.724727974119457,1.2034866657483887,3.925866491575445,3.925866491575445,1
sitar,1,50,2,"d=50, n_i=2",PACE-BIC-default,FPC,FPC,TRUE,7.324692752260142,1.2034866657483887,6.0862267615614,3.925866491575445,1.5502887769163554
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-GCV,Direct,FPC,FALSE,2.6942030528028265,1.2034866657483887,2.238664647877453,2.238664647877453,1
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-GCV,Empirical,FPC,FALSE,2.949908634284157,1.2034866657483887,2.451135287360874,2.238664647877453,1.0949095433676816
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-GCV,FPC,FPC,TRUE,2.738644600837362,1.2034866657483887,2.275591976861941,2.238664647877453,1.016495248191595
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-default,Direct,FPC,FALSE,9.328028432357042,1.2034866657483887,7.7508365467069,3.806679423503208,2.0361148613806743
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-default,Empirical,FPC,FALSE,4.581287926964874,1.2034866657483887,3.806679423503208,3.806679423503208,1
sitar,1,50,2,"d=50, n_i=2",PACE-FVE95-default,FPC,FPC,TRUE,9.430398608237518,1.2034866657483887,7.8358978762537594,3.806679423503208,2.058460144522111
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-GCV,Direct,FPC,FALSE,2.6942030528028265,1.2034866657483887,2.238664647877453,2.238664647877453,1
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-GCV,Empirical,FPC,FALSE,2.949908634284157,1.2034866657483887,2.451135287360874,2.238664647877453,1.0949095433676816
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-GCV,FPC,FPC,TRUE,2.738644600837362,1.2034866657483887,2.275591976861941,2.238664647877453,1.016495248191595
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-default,Direct,FPC,FALSE,9.328028432357042,1.2034866657483887,7.7508365467069,3.8079787801328777,2.035420099278084
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-default,Empirical,FPC,FALSE,4.5828516853427335,1.2034866657483887,3.8079787801328777,3.8079787801328777,1
sitar,1,50,2,"d=50, n_i=2",PACE-FVE99-default,FPC,FPC,TRUE,9.598338284562905,1.2034866657483887,7.975442152983202,3.8079787801328777,2.094402992630359
sitar,1,50,2,"d=50, n_i=2",SITAR,Empirical,Empirical,TRUE,21.69557368096558,0.6582746704378822,32.958238643048126,32.958238643048126,1
sitar,1,50,2,"d=50, n_i=2",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,4.889500112253968,1.2034866657483887,4.062778800472567,4.047046126521202,1.0038874461667895
sitar,1,50,2,"d=50, n_i=2",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,4.870566048936934,1.2034866657483887,4.047046126521202,4.047046126521202,1
sitar,1,50,2,"d=50, n_i=2",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,4.889500112253968,1.2034866657483887,4.062778800472567,4.047046126521202,1.0038874461667895
sitar,1,50,2,"d=50, n_i=2",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,4.870566048936934,1.2034866657483887,4.047046126521202,4.047046126521202,1
sitar,2,50,10,"d=50, n_i=10",AdaStruMM,Empirical,FPC,FALSE,1.2366061923935026,1.2034866657483887,1.0275196456992055,0.9185680266264015,1.1186102889656933
sitar,2,50,10,"d=50, n_i=10",AdaStruMM,EmpiricalCorrected,FPC,FALSE,1.23073640310831,1.2034866657483887,1.0226423259479789,0.9185680266264015,1.1133005899452086
sitar,2,50,10,"d=50, n_i=10",AdaStruMM,FPC,FPC,TRUE,1.105484371627685,1.2034866657483887,0.9185680266264015,0.9185680266264015,1
sitar,2,50,10,"d=50, n_i=10",Di-95,Empirical,Empirical,TRUE,2.0782809946547736,1.2034866657483887,1.726883274907241,1.726883274907241,1
sitar,2,50,10,"d=50, n_i=10",Di-99,Empirical,Empirical,TRUE,1.6668190298923231,1.2034866657483887,1.3849916890070493,1.3849916890070493,1
sitar,2,50,10,"d=50, n_i=10",FACE-95,Direct,FPC,FALSE,1.3127069064142411,1.2034866657483887,1.0907531788878888,1.0907531788878888,1
sitar,2,50,10,"d=50, n_i=10",FACE-95,Empirical,FPC,FALSE,1.326359210276481,1.2034866657483887,1.1020971382775429,1.0907531788878888,1.0104001158183378
sitar,2,50,10,"d=50, n_i=10",FACE-95,FPC,FPC,TRUE,1.5135265901780182,1.2034866657483887,1.2576180802442303,1.0907531788878888,1.1529813569064944
sitar,2,50,10,"d=50, n_i=10",FACE-99,Direct,FPC,FALSE,1.3127069064142411,1.2034866657483887,1.0907531788878888,1.0907531788878888,1
sitar,2,50,10,"d=50, n_i=10",FACE-99,Empirical,FPC,FALSE,1.326359210276481,1.2034866657483887,1.1020971382775429,1.0907531788878888,1.0104001158183378
sitar,2,50,10,"d=50, n_i=10",FACE-99,FPC,FPC,TRUE,1.3258023686385616,1.2034866657483887,1.1016344479513704,1.0907531788878888,1.0099759223938967
sitar,2,50,10,"d=50, n_i=10",Goldsmith-95,Empirical,Empirical,TRUE,2.1550877407495985,1.2034866657483887,1.7907034635979588,1.7907034635979588,1
sitar,2,50,10,"d=50, n_i=10",Goldsmith-99,Empirical,Empirical,TRUE,1.8155372459951002,1.2034866657483887,1.5085644882206548,1.5085644882206548,1
sitar,2,50,10,"d=50, n_i=10",HGAM-GS,Empirical,Empirical,TRUE,1.2268393276436667,1.2034866657483887,1.0194041716953766,1.0194041716953766,1
sitar,2,50,10,"d=50, n_i=10",Local-GAM,Empirical,Empirical,TRUE,1.2361435579754347,1.2034866657483887,1.0271352339468907,1.0271352339468907,1
sitar,2,50,10,"d=50, n_i=10",Oracle-SITAR,Individual,Individual,TRUE,NA,1.2034866657483887,NA,NA,NA
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-GCV,Direct,FPC,FALSE,1.8854695122265257,1.2034866657483887,1.5666725406168465,1.5484356780754946,1.0117776041973006
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-GCV,Empirical,FPC,FALSE,1.8635216913329224,1.2034866657483887,1.5484356780754946,1.5484356780754946,1
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-GCV,FPC,FPC,TRUE,1.938137060991395,1.2034866657483887,1.6104350103340477,1.5484356780754946,1.0400399791456691
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-default,Direct,FPC,FALSE,1.378660140471472,1.2034866657483887,1.145554977640032,1.145554977640032,1
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-default,Empirical,FPC,FALSE,1.5338302466321734,1.2034866657483887,1.2744887752274017,1.145554977640032,1.1125513834813825
sitar,2,50,10,"d=50, n_i=10",PACE-AIC-default,FPC,FPC,TRUE,1.5441926003490656,1.2034866657483887,1.2830990523595114,1.145554977640032,1.120067633072343
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,Direct,FPC,FALSE,1.8854695122265257,1.2034866657483887,1.5666725406168465,1.5484356780754946,1.0117776041973006
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,Empirical,FPC,FALSE,1.8635216913329224,1.2034866657483887,1.5484356780754946,1.5484356780754946,1
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-GCV,FPC,FPC,TRUE,1.938137060991395,1.2034866657483887,1.6104350103340477,1.5484356780754946,1.0400399791456691
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-default,Direct,FPC,FALSE,1.378660140471472,1.2034866657483887,1.145554977640032,1.145554977640032,1
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-default,Empirical,FPC,FALSE,1.5338302466321734,1.2034866657483887,1.2744887752274017,1.145554977640032,1.1125513834813825
sitar,2,50,10,"d=50, n_i=10",PACE-BIC-default,FPC,FPC,TRUE,1.5441926003490656,1.2034866657483887,1.2830990523595114,1.145554977640032,1.120067633072343
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,Direct,FPC,FALSE,1.8854695122265257,1.2034866657483887,1.5666725406168465,1.5666725406168465,1
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,Empirical,FPC,FALSE,2.404181927000301,1.2034866657483887,1.9976805688206436,1.5666725406168465,1.2751104758841922
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-GCV,FPC,FPC,TRUE,2.4117511542681385,1.2034866657483887,2.003969983970192,1.5666725406168465,1.2791249811407102
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-default,Direct,FPC,FALSE,1.378660140471472,1.2034866657483887,1.145554977640032,1.145554977640032,1
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-default,Empirical,FPC,FALSE,1.5338302466321734,1.2034866657483887,1.2744887752274017,1.145554977640032,1.1125513834813825
sitar,2,50,10,"d=50, n_i=10",PACE-FVE95-default,FPC,FPC,TRUE,1.5441926003490656,1.2034866657483887,1.2830990523595114,1.145554977640032,1.120067633072343
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,Direct,FPC,FALSE,1.8854695122265257,1.2034866657483887,1.5666725406168465,1.5484356780754946,1.0117776041973006
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,Empirical,FPC,FALSE,1.8635216913329224,1.2034866657483887,1.5484356780754946,1.5484356780754946,1
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-GCV,FPC,FPC,TRUE,1.938137060991395,1.2034866657483887,1.6104350103340477,1.5484356780754946,1.0400399791456691
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-default,Direct,FPC,FALSE,1.378660140471472,1.2034866657483887,1.145554977640032,1.145554977640032,1
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-default,Empirical,FPC,FALSE,1.5338302466321734,1.2034866657483887,1.2744887752274017,1.145554977640032,1.1125513834813825
sitar,2,50,10,"d=50, n_i=10",PACE-FVE99-default,FPC,FPC,TRUE,1.5441926003490656,1.2034866657483887,1.2830990523595114,1.145554977640032,1.120067633072343
sitar,2,50,10,"d=50, n_i=10",SITAR,Empirical,Empirical,TRUE,1.2156223817994611,1.2034866657483887,1.0100837976825658,1.0100837976825658,1
sitar,2,50,10,"d=50, n_i=10",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,2.2066481713713793,1.2034866657483887,1.8335460077566992,1.7771922469838903,1.0317094342879607
sitar,2,50,10,"d=50, n_i=10",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,2.138827171716529,1.2034866657483887,1.7771922469838903,1.7771922469838903,1
sitar,2,50,10,"d=50, n_i=10",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,1.8755129840800204,1.2034866657483887,1.558399471683163,1.4891338288001197,1.0465140483302664
sitar,2,50,10,"d=50, n_i=10",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,1.7921527064757878,1.2034866657483887,1.4891338288001197,1.4891338288001197,1
sitar,3,200,5,"d=200, n_i=5",AdaStruMM,Empirical,FPC,FALSE,0.6830940283720917,0.6134349526859731,1.1135557655805408,1.0182792560744907,1.0935661891742203
sitar,3,200,5,"d=200, n_i=5",AdaStruMM,EmpiricalCorrected,FPC,FALSE,0.680822047155811,0.6134349526859731,1.1098520620234926,1.0182792560744907,1.0899289712549178
sitar,3,200,5,"d=200, n_i=5",AdaStruMM,FPC,FPC,TRUE,0.6246480872711632,0.6134349526859731,1.0182792560744907,1.0182792560744907,1
sitar,3,200,5,"d=200, n_i=5",Di-95,Empirical,Empirical,TRUE,1.5545955505648812,0.6134349526859731,2.534246775078535,2.534246775078535,1
sitar,3,200,5,"d=200, n_i=5",Di-99,Empirical,Empirical,TRUE,1.47019886877141,0.6134349526859731,2.3966662843941786,2.3966662843941786,1
sitar,3,200,5,"d=200, n_i=5",FACE-95,Direct,FPC,FALSE,1.9419285806471227,0.6134349526859731,3.1656634043173377,1.3700323545923874,2.3106486454177118
sitar,3,200,5,"d=200, n_i=5",FACE-95,Empirical,FPC,FALSE,0.8404257326176335,0.6134349526859731,1.3700323545923874,1.3700323545923874,1
sitar,3,200,5,"d=200, n_i=5",FACE-95,FPC,FPC,TRUE,1.9174048636903471,0.6134349526859731,3.1256857068460793,1.3700323545923874,2.2814685334756453
sitar,3,200,5,"d=200, n_i=5",FACE-99,Direct,FPC,FALSE,1.9419285806471227,0.6134349526859731,3.1656634043173377,1.3700323545923874,2.3106486454177118
sitar,3,200,5,"d=200, n_i=5",FACE-99,Empirical,FPC,FALSE,0.8404257326176335,0.6134349526859731,1.3700323545923874,1.3700323545923874,1
sitar,3,200,5,"d=200, n_i=5",FACE-99,FPC,FPC,TRUE,1.93452576032944,0.6134349526859731,3.153595588022767,1.3700323545923874,2.3018402284090773
sitar,3,200,5,"d=200, n_i=5",Goldsmith-95,Empirical,Empirical,TRUE,3.0815293961567183,0.6134349526859731,5.02340041542139,5.02340041542139,1
sitar,3,200,5,"d=200, n_i=5",Goldsmith-99,Empirical,Empirical,TRUE,20.661956425169738,0.6134349526859731,33.682391808128536,33.682391808128536,1
sitar,3,200,5,"d=200, n_i=5",HGAM-GS,Empirical,Empirical,TRUE,0.94001797418896,0.6134349526859731,1.5323841102842566,1.5323841102842566,1
sitar,3,200,5,"d=200, n_i=5",Local-GAM,Empirical,Empirical,TRUE,1.8847406957652446,0.6134349526859731,3.072437733638684,3.072437733638684,1
sitar,3,200,5,"d=200, n_i=5",Oracle-SITAR,Individual,Individual,TRUE,NA,0.6134349526859731,NA,NA,NA
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,Direct,FPC,FALSE,1.8611366041647204,0.6134349526859731,3.033959176951994,3.033959176951994,1
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,Empirical,FPC,FALSE,2.034245331631586,0.6134349526859731,3.316154912145914,3.033959176951994,1.0930123705479196
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-GCV,FPC,FPC,TRUE,2.0257980611547657,0.6134349526859731,3.302384470080568,3.033959176951994,1.0884736008209055
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-default,Direct,FPC,FALSE,1.525659236936471,0.6134349526859731,2.4870758183182295,2.2108503746609274,1.1249408131926006
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-default,Empirical,FPC,FALSE,1.356212894975892,0.6134349526859731,2.2108503746609274,2.2108503746609274,1
sitar,3,200,5,"d=200, n_i=5",PACE-AIC-default,FPC,FPC,TRUE,1.4022301188657085,0.6134349526859731,2.2858660282169017,2.2108503746609274,1.0339306786274396
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,Direct,FPC,FALSE,1.8611366041647204,0.6134349526859731,3.033959176951994,3.033959176951994,1
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,Empirical,FPC,FALSE,2.034245331631586,0.6134349526859731,3.316154912145914,3.033959176951994,1.0930123705479196
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-GCV,FPC,FPC,TRUE,2.0257980611547657,0.6134349526859731,3.302384470080568,3.033959176951994,1.0884736008209055
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-default,Direct,FPC,FALSE,1.525659236936471,0.6134349526859731,2.4870758183182295,2.2108503746609274,1.1249408131926006
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-default,Empirical,FPC,FALSE,1.356212894975892,0.6134349526859731,2.2108503746609274,2.2108503746609274,1
sitar,3,200,5,"d=200, n_i=5",PACE-BIC-default,FPC,FPC,TRUE,1.4022301188657085,0.6134349526859731,2.2858660282169017,2.2108503746609274,1.0339306786274396
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,Direct,FPC,FALSE,1.8611366041647204,0.6134349526859731,3.033959176951994,3.033959176951994,1
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,Empirical,FPC,FALSE,2.1700666918796814,0.6134349526859731,3.537566097885153,3.033959176951994,1.1659900122450222
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-GCV,FPC,FPC,TRUE,2.167104018632349,0.6134349526859731,3.532736452566835,3.033959176951994,1.1643981499170757
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-default,Direct,FPC,FALSE,1.525659236936471,0.6134349526859731,2.4870758183182295,2.2108503746609274,1.1249408131926006
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-default,Empirical,FPC,FALSE,1.356212894975892,0.6134349526859731,2.2108503746609274,2.2108503746609274,1
sitar,3,200,5,"d=200, n_i=5",PACE-FVE95-default,FPC,FPC,TRUE,1.4022301188657085,0.6134349526859731,2.2858660282169017,2.2108503746609274,1.0339306786274396
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,Direct,FPC,FALSE,1.8611366041647204,0.6134349526859731,3.033959176951994,3.033959176951994,1
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,Empirical,FPC,FALSE,2.034245331631586,0.6134349526859731,3.316154912145914,3.033959176951994,1.0930123705479196
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-GCV,FPC,FPC,TRUE,2.0257980611547657,0.6134349526859731,3.302384470080568,3.033959176951994,1.0884736008209055
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-default,Direct,FPC,FALSE,1.525659236936471,0.6134349526859731,2.4870758183182295,2.0317393516215922,1.224111654053075
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-default,Empirical,FPC,FALSE,1.2463399330322211,0.6134349526859731,2.0317393516215922,2.0317393516215922,1
sitar,3,200,5,"d=200, n_i=5",PACE-FVE99-default,FPC,FPC,TRUE,1.5091051074161912,0.6134349526859731,2.4600898608865633,2.0317393516215922,1.210829459459498
sitar,3,200,5,"d=200, n_i=5",SITAR,Empirical,Empirical,TRUE,0.6219297383196596,0.6134349526859731,1.013847899596349,1.013847899596349,1
sitar,3,200,5,"d=200, n_i=5",bayesFPCA-PVE95-L15,Empirical,FPC,FALSE,1.1111402843553635,0.6134349526859731,1.8113416581336756,1.7668178360913305,1.025200007116095
sitar,3,200,5,"d=200, n_i=5",bayesFPCA-PVE95-L15,FPC,FPC,TRUE,1.0838278156874188,0.6134349526859731,1.7668178360913305,1.7668178360913305,1
sitar,3,200,5,"d=200, n_i=5",bayesFPCA-PVE99-L15,Empirical,FPC,FALSE,0.7511471689662738,0.6134349526859731,1.224493592478415,1.1571961247464926,1.0581556283267586
sitar,3,200,5,"d=200, n_i=5",bayesFPCA-PVE99-L15,FPC,FPC,TRUE,0.7098645500322561,0.6134349526859731,1.1571961247464926,1.1571961247464926,1
sitar,4,500,2,"d=500, n_i=2",AdaStruMM,Empirical,FPC,FALSE,1.4888447553981528,0.30327367754964113,4.9092449019234525,4.05273246498894,1.2113419635600966
sitar,4,500,2,"d=500, n_i=2",AdaStruMM,EmpiricalCorrected,FPC,FALSE,1.2290870787820178,0.30327367754964113,4.05273246498894,4.05273246498894,1
sitar,4,500,2,"d=500, n_i=2",AdaStruMM,FPC,FPC,TRUE,1.2302218628926418,0.30327367754964113,4.056474247394167,4.05273246498894,1.0009232739731904
sitar,4,500,2,"d=500, n_i=2",Di-95,Empirical,Empirical,TRUE,2.30554664700627,0.30327367754964113,7.602198336612608,7.602198336612608,1
sitar,4,500,2,"d=500, n_i=2",Di-99,Empirical,Empirical,TRUE,2.30554664700627,0.30327367754964113,7.602198336612608,7.602198336612608,1
sitar,4,500,2,"d=500, n_i=2",FACE-95,Direct,FPC,FALSE,1.396066942280706,0.30327367754964113,4.603323814847702,4.603323814847702,1
sitar,4,500,2,"d=500, n_i=2",FACE-95,Empirical,FPC,FALSE,2.1605322109521836,0.30327367754964113,7.124034728000878,4.603323814847702,1.5475849656769307
sitar,4,500,2,"d=500, n_i=2",FACE-95,FPC,FPC,TRUE,1.446807510190869,0.30327367754964113,4.770633316681595,4.603323814847702,1.0363453688168205
sitar,4,500,2,"d=500, n_i=2",FACE-99,Direct,FPC,FALSE,1.396066942280706,0.30327367754964113,4.603323814847702,4.603323814847702,1
sitar,4,500,2,"d=500, n_i=2",FACE-99,Empirical,FPC,FALSE,2.1605322109521836,0.30327367754964113,7.124034728000878,4.603323814847702,1.5475849656769307
sitar,4,500,2,"d=500, n_i=2",FACE-99,FPC,FPC,TRUE,1.446807510190869,0.30327367754964113,4.770633316681595,4.603323814847702,1.0363453688168205
sitar,4,500,2,"d=500, n_i=2",HGAM-GS,Empirical,Empirical,TRUE,1.643513630943951,0.30327367754964113,5.419242593762308,5.419242593762308,1
sitar,4,500,2,"d=500, n_i=2",Oracle-SITAR,Individual,Individual,TRUE,NA,0.30327367754964113,NA,NA,NA
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,Direct,FPC,FALSE,1.9951964431641984,0.30327367754964113,6.578864540057606,6.578864540057606,1
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,Empirical,FPC,FALSE,2.9563951993670066,0.30327367754964113,9.74827496818642,6.578864540057606,1.4817564503465308
sitar,4,500,2,"d=500, n_i=2",PACE-AIC-GCV,FPC,FPC,TRUE,2.1973766642818253,0.30327367754964113,7.245523851710306,6.578864540057606,1.10133349115087
